Thursday, 20th. :: 3 degrees 16 minutes North :: 26 degrees 20 minutes West
Friday, 21st. :: 2 degrees 46 minutes North :: 27 degrees 11 minutes West
Saturday, 22nd. :: None :: None
Sunday, 23rd. :: None :: None
Monday, 24th. :: None :: None
Tuesday, 25th. :: 0 degrees 15 minutes South :: 29 degrees 30 minutes West
Wednesday, 26th. :: None :: None
Thursday, 27th. :: 2 degrees 23 minutes South :: 31 degrees 7 minutes West
Friday, 28th. :: 3 degrees 41 minutes South :: 32 degrees 29 minutes West
Saturday, 29th. :: None :: None
Sunday, 30th. :: 7 degrees 8 minutes South :: 33 degrees 4 minutes West
Monday, 31st. :: 9 degrees 1 minutes South :: 33 degrees 16 minutes West
Tuesday, November 1st. :: None :: None
Wednesday, 2nd. :: 12 degrees 48 minutes South :: 32 degrees 20 minutes West
Thursday, 3rd. :: 14 degrees 51 minutes South :: 33 degrees 7 minutes West
Friday, 4th. :: 16 degrees 49 minutes South :: 33 degrees 37 minutes West
Saturday, 5th. :: 18 degrees 22 minutes South :: 34 degrees 50 minutes West
Sunday, 6th. :: 19 degrees 3 minutes South :: 35 degrees 50 minutes West
Monday, 7th. :: 19 degrees 46 minutes South :: 36 degrees 50 minutes West
Tuesday, 8th. :: 21 degrees 16 minutes South :: 37 degrees 35 minutes West
Wednesday, 9th. :: None :: None
Thursday, 10th. :: 21 degrees 30 minutes South :: 37 degrees 43 minutes West
Friday, 11th. :: 23 degrees 37 minutes South :: 37 degrees 49 minutes West
Saturday, 12th. :: None :: None
Sunday, 13th. :: None :: None
Tuesday, 15th. :: None :: None
Wednesday, 16th. :: None :: None
Thursday, 17th. :: None :: None
Friday, 18th. :: None :: None
Saturday, 19th. :: None :: None
Sunday, 20th. :: None :: None
Monday, 21st. :: None :: None
Tuesday, 22nd. :: None :: None
Wednesday, 23rd. :: None :: None
Thursday, 24th. :: None :: None
Friday, 25th, Saturday, 26th. :: None :: None
Sunday, 27th. :: None :: None
Monday, 28th. :: None :: None
Tuesday, 29th. :: None :: None
Wednesday, 30th. :: None :: None
Thursday, 1st December. :: None :: None
Friday, 2nd. :: None :: None
Saturday, 3rd. :: None :: None
Sunday, 4th. :: None :: None
Monday, 5th. :: None :: None
Tuesday, 6th. :: None :: None
Wednesday, 7th. :: None :: None
THURSDAY, December 8th. :: 24 degrees 17 minutes South :: 42 degrees 29 minutes West
Friday, 9th. :: 24 degrees 46 minutes South :: 42 degrees 16 minutes West
Saturday, 10th. :: 25 degrees 34 minutes South :: 41 degrees 12 minutes West
Sunday, 11th. :: 25 degrees 43 minutes South :: 41 degrees 8 minutes West
Monday, 12th. :: 26 degrees 14 minutes South :: 41 degrees 23 minutes West
Tuesday, 13th. :: 28 degrees 0 minutes South :: 42 degrees 6 minutes West
Wednesday, 14th. :: 29 degrees 24 minutes South :: 41 degrees 55 minutes West
Thursday, 15th. :: 30 degrees 8 minutes South :: 41 degrees 39 minutes West
Friday, 16th. :: 31 degrees 21 minutes South :: 42 degrees 32 minutes West
Saturday, 17th. :: 32 degrees 15 minutes South :: 42 degrees 48 minutes West
Sunday, 18th. :: 32 degrees 42 minutes South :: 43 degrees 27 minutes West
Monday, 19th. :: 34 degrees 4 minutes South :: 45 degrees 6 minutes West
Tuesday, 20th. :: 36 degrees 2 minutes South :: 47 degrees 14 minutes West
Wednesday, 21st. :: 37 degrees 8 minutes South :: 48 degrees 30 minutes West
Thursday, 22nd. :: 37 degrees 8 minutes South :: 49 degrees 1 minutes West
Friday, 23rd. :: 36 degrees 46 minutes South :: 49 degrees 32 minutes West
Saturday, 24th. :: 37 degrees 11 minutes South :: 50 degrees 32 minutes West
Sunday, 25th. :: 38 degrees 37 minutes South :: 52 degrees 5 minutes West
Monday, 26th. :: 40 degrees 19 minutes South :: 54 degrees 30 minutes West
Tuesday, 27th. :: 41 degrees 38 minutes South :: 56 degrees 15 minutes West
Wednesday, 28th. :: 40 degrees 49 minutes South :: 58 degrees 29 minutes West
Thursday, 29th. :: 41 degrees 45 minutes South :: 59 degrees 37 minutes West
Friday, 30th. :: 42 degrees 32 minutes South :: 60 degrees 15 minutes West
Saturday, 31st. :: 43 degrees 14 minutes South :: 60 degrees 26 minutes West
Sunday, January 1st, 1769. :: 43 degrees 35 minutes South :: 61 degrees 8 minutes None
Monday, January 2nd. :: 45 degrees 17 minutes South :: 61 degrees 7 minutes None
Tuesday, 3rd. :: 47 degrees 17 minutes South :: 61 degrees 29 minutes None
Wednesday, 4th. :: 48 degrees 28 minutes South :: 60 degrees 51 minutes West
Thursday, 5th. :: 49 degrees 49 minutes South :: 61 degrees 67 minutes West
Friday, 6th. :: 51 degrees 20 minutes South :: 62 degrees 19 minutes West
Saturday, 7th. :: 51 degrees 26 minutes South :: 61 degrees 59 minutes West
Sunday, 8th. :: 51 degrees 16 minutes South :: 62 degrees 50 minutes West
Monday, 9th. :: None :: None
Tuesday, 10th. :: 52 degrees 54 minutes South :: 63 degrees 10 minutes West
Wednesday, 11th. :: 54 degrees 20 minutes South :: 64 degrees 35 minutes West
Thursday, 12th. :: None :: None
Friday, 13th. :: None :: None
Saturday, 14th. :: None :: None
Sunday, 15th. :: None :: None
Monday, 16th. :: None :: None
Tuesday, 17th. :: None :: None
Wednesday, 18th. :: None :: None
Thursday, 19th. :: None :: None
Friday, 20th. :: None :: None
Saturday, 21st. :: None :: None
Sunday, 22nd. :: None :: None
Monday, 23rd. :: None :: None
Tuesday, 24th. :: None :: None
Wednesday, 25th. :: None :: None
Thursday, 26th. :: 56 degrees 57 minutes South :: 68 degrees 13 minutes West
Friday, 27th. :: 57 degrees 2 minutes South :: 68 degrees 27 minutes West
Saturday, 28th. :: 58 degrees 4 minutes South :: 70 degrees 1 minutes West
Sunday, 29th. :: 59 degrees 0 minutes South :: 72 degrees 48 minutes West
Monday, 30th. :: 60 degrees 4 minutes South :: 74 degrees 10 minutes West
Tuesday, 31st. :: 59 degrees 46 minutes South :: 75 degrees 54 minutes West
Wednesday, February 1st. :: 58 degrees 46 minutes South :: 78 degrees 42 minutes West
Thursday, 2nd. :: 58 degrees 30 minutes South :: 80 degrees 58 minutes West
Friday, 3rd. :: 58 degrees 33 minutes South :: 81 degrees 55 minutes West
Saturday, 4th. :: 57 degrees 45 minutes South :: 82 degrees 16 minutes West
Sunday, 5th. :: 56 degrees 46 minutes South :: 82 degrees 16 minutes West
Monday, 6th. :: 55 degrees 20 minutes South :: 82 degrees 23 minutes West
Tuesday, 7th. :: 54 degrees 40 minutes South :: 82 degrees 54 minutes West
Wednesday, 8th. :: 53 degrees 36 minutes South :: 83 degrees 19 minutes West
Thursday, 9th. :: 52 degrees 22 minutes South :: 86 degrees 17 minutes West
Friday, 10th. :: 51 degrees 16 minutes South :: 86 degrees 37 minutes West
Saturday, 11th. :: 50 degrees 55 minutes South :: 87 degrees 24 minutes West
Sunday, 12th. :: 49 degrees 41 minutes South :: 89 degrees 36 minutes West
Monday, 13th. :: 49 degrees 35 minutes None :: 90 degrees 37 minutes None
Tuesday, 14th. :: 49 degrees 6 minutes South :: 91 degrees 12 minutes West
Wednesday, 15th. :: 48 degrees 27 minutes South :: 92 degrees 5 minutes West
Thursday, 16th. :: 48 degrees 0 minutes South :: 94 degrees 25 minutes West
Friday, 17th. :: 46 degrees 48 minutes South :: 97 degrees 17 minutes West
Saturday, 18th. :: 44 degrees 50 minutes South :: 99 degrees 7 minutes West
Sunday, 19th. :: 43 degrees 21 minutes South :: 100 degrees 21 minutes West
Monday, 20th. :: 43 degrees 46 minutes South :: 101 degrees 34 minutes West
Tuesday, 21st. :: 44 degrees 39 minutes South :: 103 degrees 54 minutes West
Wednesday, 22nd. :: 44 degrees 46 minutes South :: 106 degrees 1 minutes West
Thursday, 23rd. :: 44 degrees 35 minutes South :: 105 degrees 52 minutes West
Friday, 24th. :: 43 degrees 37 minutes South :: 107 degrees 6 minutes West
Saturday, 25th. :: 42 degrees 23 minutes South :: 109 degrees 0 minutes West
Sunday, 26th. :: 41 degrees 4 minutes South :: 109 degrees 52 minutes West
Monday, 27th. :: None :: None
Tuesday, 28th. :: None :: None
Wednesday, March 1st. :: 38 degrees 44 minutes South :: 111 degrees 43 minutes West
Thursday, 2nd. :: 37 degrees 16 minutes South :: 112 degrees 5 minutes West
Friday, 3rd. :: 36 degrees 49 minutes South :: 111 degrees 34 minutes West
Saturday, 4th. :: 36 degrees 12 minutes South :: 112 degrees 50 minutes West
Sunday, 5th. :: 36 degrees 21 minutes South :: 114 degrees 9 minutes West
Monday, 6th. :: 36 degrees 32 minutes South :: 114 degrees 30 minutes West
Tuesday, 7th. :: 37 degrees 8 minutes South :: 116 degrees 8 minutes West
Wednesday, 8th. :: 37 degrees 24 minutes South :: 117 degrees 41 minutes West
Thursday, 9th. :: 35 degrees 47 minutes South :: 119 degrees 18 minutes West
Friday, 10th. :: 34 degrees 14 minutes South :: 120 degrees 54 minutes West
Saturday, 11th. :: 32 degrees 54 minutes South :: 122 degrees 35 minutes West
Sunday, 12th. :: 31 degrees 34 minutes South :: 124 degrees 25 minutes West
Monday, 13th. :: 30 degrees 46 minutes South :: 125 degrees 28 minutes West
Tuesday, 14th. :: 30 degrees 17 minutes South :: 126 degrees 10 minutes West
Wednesday, 15th. :: 29 degrees 43 minutes South :: 126 degrees 53 minutes West
Thursday, 16th. :: 29 degrees 22 minutes South :: 127 degrees 8 minutes West
Friday, 17th. :: 28 degrees 30 minutes South :: 127 degrees 29 minutes West
Saturday, 18th. :: 27 degrees 52 minutes South :: 128 degrees 44 minutes West
Sunday, 19th. :: 27 degrees 21 minutes South :: 129 degrees 28 minutes West
Monday, 20th. :: 25 degrees 44 minutes South :: 129 degrees 28 minutes West
Tuesday, 21st. :: 25 degrees 21 minutes South :: 129 degrees 28 minutes West
Wednesday, 22nd. :: 25 degrees 21 minutes South :: 129 degrees 52 minutes West
Thursday, 23rd. :: 24 degrees 43 minutes South :: 130 degrees 8 minutes West
Friday, 24th. :: 22 degrees 23 minutes South :: 129 degrees 2 minutes West
Saturday, 25th. :: 22 degrees 11 minutes South :: 127 degrees 55 minutes West
Sunday, 26th. :: None :: None
Monday, 27th. :: 21 degrees 2 minutes South :: 127 degrees 38 minutes West
Tuesday, 28th. :: 20 degrees 38 minutes South :: 127 degrees 50 minutes West
Wednesday, 29th. :: 20 degrees 14 minutes South :: 129 degrees 27 minutes West
Thursday, 30th. :: 19 degrees 34 minutes South :: 129 degrees 27 minutes West
Friday, 31st. :: 19 degrees 7 minutes South :: 131 degrees 21 minutes West
Saturday, April 1st. :: 19 degrees 7 minutes South :: 133 degrees 28 minutes West
Sunday, 2nd. :: 19 degrees 0 minutes South :: 135 degrees 33 minutes West
Monday, 3rd. :: 18 degrees 46 minutes South :: 137 degrees 29 minutes West
Tuesday, 4th. :: 18 degrees 42 minutes South :: 139 degrees 29 minutes West
Wednesday, 5th. :: 18 degrees 25 minutes South :: 140 degrees 51 minutes West
Thursday, 6th. :: 18 degrees 19 minutes South :: 142 degrees 29 minutes West
Friday, 7th. :: 17 degrees 48 minutes South :: 143 degrees 31 minutes West
Saturday, 8th. :: 17 degrees 43 minutes South :: 145 degrees 16 minutes West
Sunday, 9th. :: 17 degrees 42 minutes South :: 146 degrees 40 minutes West
Monday, 10th. :: 18 degrees 00 minutes South :: 147 degrees 47 minutes West
Tuesday, 11th. :: 17 degrees 38 minutes South :: 148 degrees 39 minutes West
Wednesday, 12th. :: 17 degrees 38 minutes South :: 148 degrees 58 minutes West
Thursday, 13th. :: None :: None
Friday, 14th. :: None :: None
Saturday, 15th. :: None :: None
Sunday, 16th. :: None :: None
Monday, 17th. :: None :: None
Tuesday, 18th. :: None :: None
Wednesday, 19th. :: None :: None
Thursday, 20th. :: None :: None
Friday, 21st. :: None :: None
Saturday, 22nd, to Thursday, 27th. :: None :: None
Friday, 28th. :: None :: None
Saturday, 29th. :: None :: None
Sunday, 30th. :: None :: None
Monday, 1st May. :: None :: None
Tuesday, 2nd. :: None :: None
Wednesday, 3rd. :: None :: None
Thursday, 4th. :: None :: None
Friday, 5th. :: None :: None
Saturday, 6th; Sunday, 7th. :: None :: None
Monday, 8th. :: None :: None
Tuesday, 9th; Wednesday, 10th; Thursday, 11th. :: None :: None
Friday, 12th. :: None :: None
Saturday, 13th. :: None :: None
Sunday, 14th. :: None :: None
Monday, 15th. :: None :: None
Tuesday, 16th. :: None :: None
Monday, 22nd, which was usher'd in with thick Cloudy weather, and
Excessive hard Showers of rain and very much Thunder and Lightning, which
Continued the Greater part of the day. :: None :: None
Tuesday, 23rd. :: None :: None
Wednesday, 24th. :: None :: None
Thursday, 25th. :: None :: None
Friday, 26th. :: None :: None
Saturday, 27th. :: None :: None
Sunday, 28th. :: None :: None
Tuesday, 30th. :: None :: None
Wednesday, 31st. :: None :: None
Thursday, June 1st. :: None :: None
Friday, 2nd. :: None :: None
Saturday, 3rd. :: None :: None
Sunday, 4th. :: None :: None
Monday, 5th. :: None :: None
Tuesday, 6th. :: None :: None
Wednesday, 7th; Thursday, 8th; Friday, 9th. :: None :: None
Saturday, 10th. :: None :: None
Sunday, 11th. :: None :: None
Monday, 12th. :: None :: None
Tuesday, 13th. :: None :: None
Wednesday, 14th. :: None :: None
Thursday, 15th. :: None :: None
Friday, 16th; Saturday, 17th. :: None :: None
Sunday, 18th. :: None :: None
Monday, 19th. :: None :: None
Tuesday, 20th. :: None :: None
Wednesday, 21st. :: None :: None
Thursday, 22nd. :: None :: None
Friday, 23rd. :: None :: None
Saturday, 24th, Sunday, 25th. :: None :: None
Monday, 26th. :: None :: None
Tuesday, 27th. :: None :: None
Thursday, 29th. :: None :: None
Sunday, July 9th. :: None :: None
Monday, 10th. :: None :: None
Tuesday, 11th. :: None :: None
Wednesday, 12th. :: None :: None
Thursday, 13th. :: None :: None
FRIDAY, July 14th. :: None :: None
Saturday, 15th. :: None :: None
Sunday, 16th. :: None :: None
Monday, 17th. :: None :: None
Tuesday, 18th. :: None :: None
Wednesday, 19th. :: None :: None
Thursday, 20th. :: None :: None
Friday, 21st. :: None :: None
Saturday, 22nd. :: None :: None
Sunday, 23rd, in so much that I did not think it safe to break the Ship
loose and put to sea as I intended. :: None :: None
Monday, 24th. :: None :: None
Tuesday, 25th. :: None :: None
Wednesday, 26th. :: None :: None
Thursday, 27th. :: None :: None
Friday, 28th. :: None :: None
Saturday, 29th. :: None :: None
Sunday, 30th. :: None :: None
Monday, 31st. :: None :: None
Tuesday, August 1st. :: None :: None
Wednesday, 2nd. :: None :: None
Thursday, 3rd. :: None :: None
Friday, 4th. :: None :: None
Saturday, 5th. :: None :: None
Sunday, 6th. :: None :: None
Monday, 7th. :: None :: None
Tuesday, 8th. :: None :: None
Wednesday, 9th. :: None :: None
Thursday, August 10th. :: None :: None
Friday, 11th. :: 18 degrees 59 minutes South :: 151 degrees 45 minutes West
Saturday, 12th. :: 20 degrees 15 minutes South :: 151 degrees 36 minutes West
Sunday, 13th. :: 21 degrees 47 minutes South :: 151 degrees 9 minutes West
Monday, 14th. :: 22 degrees 26 minutes South :: 150 degrees 55 minutes West
Tuesday, 15th. :: None :: None
Wednesday, 16th. :: 25 degrees 00 minutes South :: 150 degrees 19 minutes West
Thursday, 17th. :: 26 degrees 10 minutes South :: 149 degrees 46 minutes West
Friday, 18th. :: 26 degrees 48 minutes South :: 149 degrees 42 minutes West
Saturday, 19th. :: 27 degrees 40 minutes South :: 149 degrees 6 minutes West
Sunday, 20th. :: 28 degrees 24 minutes South :: 148 degrees 25 minutes West
Monday, 21st. :: 29 degrees 44 minutes South :: 148 degrees 22 minutes West
Tuesday, 22nd. :: 31 degrees 3 minutes South :: 148 degrees 00 minutes West
Wednesday, 23rd. :: 31 degrees 6 minutes South :: 147 degrees 29 minutes West
Thursday, 24th. :: 32 degrees 44 minutes South :: 147 degrees 10 minutes West
Friday, 25th. :: 32 degrees 26 minutes South :: 147 degrees 32 minutes West
Saturday, 26th. :: 32 degrees 39 minutes South :: 147 degrees 30 minutes West
Sunday, 27th. :: 33 degrees 34 minutes None :: 147 degrees 25 minutes None
Monday, 28th. :: 35 degrees 34 minutes South :: 147 degrees 25 minutes West
Tuesday, 29th. :: 37 degrees 0 minutes South :: 147 degrees 21 minutes West
Wednesday, 30th. :: 38 degrees 20 minutes South :: 147 degrees 6 minutes West
Thursday, 31st. :: 39 degrees 28 minutes South :: 147 degrees 0 minutes West
Friday, September 1st. :: 40 degrees 12 minutes South :: 146 degrees 29 minutes West
Saturday, 2nd. :: 39 degrees 45 minutes South :: 145 degrees 39 minutes West
Sunday, 3rd. :: 38 degrees 54 minutes South :: 145 degrees 39 minutes West
Monday, 4th. :: 38 degrees 29 minutes South :: 145 degrees 32 minutes West
Tuesday, 5th. :: 37 degrees 52 minutes South :: 146 degrees 2 minutes West
Wednesday, 6th. :: None :: None
Thursday, 7th. :: 37 degrees 52 minutes South :: 147 degrees 49 minutes West
Friday, 8th. :: 36 degrees 36 minutes South :: 147 degrees 40 minutes West
Saturday, 9th. :: 36 degrees 19 minutes South :: 149 degrees 12 minutes West
Sunday, 10th. :: 35 degrees 19 minutes South :: 150 degrees 46 minutes West
Monday, 11th. :: 34 degrees 15 minutes South :: 152 degrees 00 minutes West
Tuesday, 12th. :: 33 degrees 12 minutes South :: 152 degrees 44 minutes West
Wednesday, 13th. :: 32 degrees 3 minutes South :: 153 degrees 16 minutes West
Thursday, 14th. :: 32 degrees 5 minutes South :: 153 degrees 54 minutes West
Friday, 15th. :: 32 degrees 36 minutes South :: 156 degrees 34 minutes West
Saturday, 16th. :: 31 degrees 45 minutes South :: 158 degrees 16 minutes West
Sunday, 17th. :: 31 degrees 14 minutes South :: 159 degrees 6 minutes West
Monday, 18th. :: 29 degrees 00 minutes South :: 159 degrees 32 minutes West
Tuesday, 19th. :: 29 degrees 00 minutes South :: 159 degrees 25 minutes West
Wednesday, 20th. :: 29 degrees 20 minutes South :: 159 degrees 47 minutes West
Thursday, 21st. :: 30 degrees 00 minutes South :: 160 degrees 42 minutes West
Friday, 22nd. :: 31 degrees 7 minutes South :: 161 degrees 35 minutes West
Saturday, 23rd. :: 31 degrees 59 minutes South :: 162 degrees 44 minutes West
Sunday, 24th. :: 33 degrees 18 minutes South :: 162 degrees 51 minutes West
Monday, 25th. :: 34 degrees 30 minutes South :: 165 degrees 10 minutes West
Tuesday, 26th. :: 36 degrees 9 minutes South :: 167 degrees 14 minutes West
Wednesday, 27th. :: 37 degrees 33 minutes South :: 168 degrees 10 minutes West
Thursday, 28th. :: 38 degrees 59 minutes South :: 169 degrees 5 minutes West
Friday, 29th. :: 38 degrees 30 minutes South :: 170 degrees 14 minutes West
Saturday, 30th. :: 38 degrees 26 minutes South :: 172 degrees 20 minutes West
Sunday, October 1st. :: 37 degrees 45 minutes South :: 172 degrees 36 minutes West
Monday, 2nd. :: 37 degrees 10 minutes South :: 172 degrees 54 minutes West
Tuesday, 3rd. :: 36 degrees 56 minutes South :: 173 degrees 27 minutes West
Wednesday, 4th. :: 37 degrees 43 minutes South :: 175 degrees 00 minutes West
Thursday, 5th. :: 38 degrees 23 minutes South :: 176 degrees 3 minutes West
Friday, 6th. :: 39 degrees 11 minutes South :: 177 degrees 2 minutes West
Saturday, 7th. :: None :: None
Sunday, 8th. :: None :: None
MONDAY, 9th October. :: None :: None
Tuesday, 10th. :: None :: None
Wednesday, 11th. :: 38 degrees 42 minutes South :: 181 degrees 36 minutes West
Thursday, 12th. :: None :: None
Friday, 13th. :: None :: None
Saturday, 14th. :: None :: None
Sunday, 15th. :: 39 degrees 43 minutes South :: 182 degrees 24 minutes West
Monday, 16th. :: None :: None
Tuesday, 17th. :: None :: None
Wednesday, 18th. :: None :: None
Thursday, 19th. :: None :: None
Friday, 20th. :: None :: None
Saturday, 21st. :: None :: None
Sunday, 22nd. :: None :: None
Monday, 23rd. :: None :: None
Tuesday, 24th. :: None :: None
Wednesday, 25th. :: None :: None
Thursday, 26th. :: None :: None
Friday, 27th. :: None :: None
Saturday, 28th. :: None :: None
Monday, 29th. :: None :: None
Monday, 30th. :: None :: None
Tuesday, 31st. :: 37 degrees 32 minutes South :: 181 degrees 50 minutes West
Wednesday, 1st November. :: None :: None
Thursday, 2nd. :: 37 degrees 59 minutes South :: 183 degrees 07 minutes West
Friday, 3rd. :: None :: None
Saturday, 4th. :: None :: None
Sunday, 5th. :: None :: None
Monday, 6th. :: None :: None
Tuesday, 7th. :: None :: None
Wednesday, 8th. :: None :: None
Thursday, 9th. :: None :: None
Friday, 10th. :: None :: None
Saturday, 11th. :: None :: None
Sunday, 12th. :: None :: None
Monday, 13th. :: None :: None
Tuesday, 14th. :: None :: None
Wednesday, 15th. :: None :: None
Thursday, 16th. :: None :: None
Friday, 17th. :: None :: None
Saturday, 18th. :: None :: None
Sunday, 19th. :: None :: None
Monday, 20th. :: None :: None
Tuesday, 21st. :: None :: None
Wednesday, 22nd. :: None :: None
Thursday, 23rd. :: None :: None
Friday, 24th. :: 36 degrees 26 minutes South :: 184 degrees 27 minutes West
Saturday, 25th. :: None :: None
Sunday, 26th. :: None :: None
Monday, 27th. :: None :: None
Tuesday, 28th. :: None :: None
Wednesday, 29th. :: None :: None
Thursday, 30th. :: None :: None
Friday, 1st December. :: None :: None
Saturday, 2nd. :: None :: None
Sunday, 3rd. :: None :: None
Monday, 4th. :: None :: None
Tuesday, 5th. :: None :: None
Wednesday, 6th. :: None :: None
Thursday, 7th. :: None :: None
Friday, 8th. :: None :: None
Saturday, 9th. :: None :: None
Sunday, 10th. :: 34 degrees 51 minutes None :: 186 degrees 50 minutes None
Monday, 11th. :: None :: None
Tuesday, 12th. :: None :: None
Wednesday, 13th. :: None :: None
Thursday, 14th. :: None :: None
Friday, 15th. :: None :: None
Saturday, 16th. :: None :: None
Sunday, 17th. :: None :: None
Monday, 18th. :: None :: None
Tuesday, 19th. :: None :: None
Wednesday, 20th. :: None :: None
Thursday, 21st. :: None :: None
Friday, 22nd. :: None :: None
Saturday, 23rd. :: None :: None
Sunday, 24th. :: None :: None
Monday, 25th. :: None :: None
Tuesday, 26th. :: None :: None
Wednesday, 27th. :: None :: None
Thursday, 28th. :: None :: None
Friday, 29th. :: None :: None
Saturday, 30th. :: None :: None
Sunday, 31st. :: None :: None
Monday, January 1st. :: None :: None
Tuesday, 2nd. :: None :: None
Wednesday, 3rd. :: None :: None
Thursday, 4th. :: None :: None
Friday, 5th. :: None :: None
Saturday, 6th. :: None :: None
Sunday, 7th. :: None :: None
Monday, 8th. :: None :: None
Tuesday, 9th. :: None :: None
Wednesday, 10th. :: None :: None
Thursday, 11th. :: None :: None
Friday, 12th. :: None :: None
Saturday, 13th. :: None :: None
Sunday, 14th. :: None :: None
Monday, 15th. :: None :: None
TUESDAY, 16th. :: None :: None
Wednesday, 17th. :: None :: None
Thursday, 18th. :: None :: None
Friday, 19th. :: None :: None
Saturday, 20th. :: None :: None
Sunday, 21st. :: None :: None
Monday, 22nd. :: None :: None
Tuesday, 23rd. :: None :: None
Wednesday, 24th. :: None :: None
Thursday, 25th. :: None :: None
Friday, 26th. :: None :: None
Saturday, 27th. :: None :: None
Sunday, 28th. :: None :: None
Monday, 29th. :: None :: None
Tuesday, 30th. :: None :: None
Wednesday, 31st. :: None :: None
Thursday, February 1st. :: None :: None
Friday, 2nd. :: None :: None
Saturday, 3rd. :: None :: None
Sunday, 4th. :: None :: None
Monday, 5th. :: None :: None
Tuesday, 6th. :: None :: None
Wednesday, 7th. :: 41 degrees 34 minutes None :: 183 degrees 58 minutes None
